Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,-0.2807279438862527,0.04793978677704097,-15.16318488193753,-19.76341954524221,23.493632375851867,0.24474757339805364
2,0.6709663688573789,0.0191627150534036,-13.112402210568032,-13.160989242406885,24.3613628465322,0.32378657106310127
3,1.1757905214180873,0.009753037704940758,-5.26655857197686,-4.924247140077551,25.49451108080401,0.37073801971971987
4,1.605986068166181,0.0076307571488354806,-3.032027056880333,-3.3130458010394417,23.772748281879895,0.3729076984524727
5,-0.012090520046721703,-0.001476754649348162,6.112679983968742,5.6992813891574965,25.942159344876043,0.4170617464929819
6,-0.16050910078362443,-0.021878790101963017,26.32924758174234,26.09770994996713,25.392994375620987,0.4332300793752074
7,-0.3493900964116392,-0.017666446896927323,22.359947034701456,22.002310811321895,26.17871068977432,0.443995774127543
8,-0.7100294725913974,-0.020819201301472207,24.84499177621081,24.440487920225056,23.91884046779978,0.4162083472311497
9,-1.0589104051596891,-0.02235739365891001,28.053928351419597,26.749685750946067,24.645712173220726,0.3679016388580203
10,-1.1556552806018312,-0.028614416425762266,34.555982058655985,33.12300227046792,24.2738873660412,0.41077968176454305
11,-0.835368895790416,-0.031898217346078256,36.9921432287345,36.106625249581484,24.369242801761896,0.407721153087914
12,-0.6664489816866149,-0.020402954802858544,25.489784992026866,24.918794460061157,24.858201676871353,0.4099044500291347
13,-0.8181840143085998,-0.01852126447463607,23.050326018655483,22.759864084912802,25.103473472754196,0.3875674933567643
14,-0.8722779917734295,-0.019015981523169932,24.43212649304536,23.295025479352034,24.880101663018745,0.42445311293005944
15,0.6222563889897553,0.012135831023564397,-7.744908572593805,-7.397298392889374,25.09493840019376,0.35383801531046627
16,0.07597559841976013,0.005200210831634641,-1.2506577875446216,-1.5629360549417024,26.328722811292643,0.464436095058918
17,-1.312975979474635,-0.004238251770914856,9.239299404335437,7.65441638860654,25.92384968897371,0.45640150517225264
18,-1.52196412214613,-0.01610961416945911,20.812369596914873,19.825988231816844,24.790115625336835,0.425442337654531
19,-1.2063935536877695,-0.01091642079059205,17.30924763953071,15.184808763076017,23.379822964588165,0.40645030785351993
20,-0.9772922813589363,-0.01632146455385413,22.319055585230963,20.836212343535912,25.132706112955795,0.4244649009034038
21,-1.2202002054552454,-0.014537575741798313,20.368633766423642,18.35065123420222,25.369393169637906,0.44593147054314614
22,-1.1126745859781901,-0.026656867146286397,31.50949204859737,30.921542509933616,23.750038084022208,0.32717630855739116
23,-0.9097477271059933,-0.03011762159961068,35.07794457063696,34.821143258509636,22.297795269583467,0.35853507339954377
24,-0.6224273841452062,-0.004049858365129455,9.9620296735909,8.628856699935923,23.684529064965773,0.3967272279784083
25,-1.0940655323068733,-0.027082352936213746,32.88715619466057,31.432322934440883,25.65288033021636,0.44515589758753776
26,-0.20585130845279734,-0.0048435184939581155,10.7007469626034,9.466944452533708,23.760094374621737,0.3498462005704641
27,0.784554721431275,0.014885815143715063,-10.04612014537803,-10.207108477812014,22.9094682678559,0.3323533053323626
28,-1.8714722804254436,0.03403002210286058,-26.77409464047279,-29.622586123010084,25.681295754198104,0.4446737417578697
29,0.26435127334483915,0.045029707687461215,-38.6011260188483,-39.4461724782042,24.073351112049565,0.31351360701024533
30,-1.1975308230586388,0.006138141359930984,-0.2681664082479373,-1.9516867787922823,26.182049720245182,0.4419505777209997
31,-1.015856374496122,0.007724671691288183,-2.8595382424481293,-4.381494792475593,25.67578643938665,0.4247358138114214
32,-1.4113509370004602,0.04397062868334369,-38.6757739131487,-40.242086891168775,25.843664278576295,0.44723998866975306
33,-1.5178212108868312,-0.0010136217272860054,5.297157025804706,5.114592360965394,25.196475709891153,0.44461096726357935
34,-1.4728383871811235,0.031993192025800504,-26.38083846480758,-27.955094368352178,24.21082053535993,0.4163713774830103
35,-1.6214016948044083,0.030946568620425684,-24.323660119859394,-27.044809668602593,24.332569115589475,0.421724232211709
36,-0.023664124036233497,0.041123625134525735,-35.25811044115387,-36.59138808323147,24.265602026711054,0.41165651082992555
37,-1.2586461822278445,0.05416375825164019,-48.399484596446364,-50.00147616927314,24.337842344841064,0.4081965324282646
38,-0.3972581503091728,0.05498880171768243,-49.87359016906029,-50.357596005541566,25.543289410054314,0.41814332228153944
39,-0.34041940677659444,0.03216289447088906,-27.706514892356502,-27.706533884396134,22.81657503868302,0.3568531010299921
40,-1.318343863213677,0.03734865960872684,-31.52053887935852,-33.48413153505014,23.38664701764687,0.3817933513969183
41,-0.790271467701975,0.04044115874908199,-34.74647053100098,-36.30396883292049,21.55377649971318,0.3604867010191083
42,-0.7601098658905223,0.006023519385549238,2.080477254807992,-1.287641604776043,23.42068695178227,0.3656541910767555
43,-0.6385097444447038,0.04500094170458263,-40.28366592506957,-41.10424310189706,25.92309544425284,0.4606410197168589
44,-0.6137394722597098,0.03824746364277173,-34.252532527372296,-34.90789822403209,25.47770988352193,0.4247358150035143
45,-0.28778884911242825,0.033951676014158806,-30.103524642866766,-30.45054715308229,25.50804633498561,0.42413123391568663
46,-0.6813135996709808,0.03622848820820527,-31.140997865187924,-32.64119014698436,26.23525761161556,0.44264565788209437
47,1.762726249652404,0.02252752494253624,-18.21828843880669,-19.28309089699429,26.212991932522787,0.44436614893376825
48,-0.30775650079127403,0.04198269562805227,-38.185824335218776,-38.440828721732785,25.57726583775986,0.4350220841169357
49,1.0870808406506403,-0.012708523648215448,17.222293147334344,16.519039322486716,26.439324934428168,0.4593158653378487
50,0.13472664367053158,0.035701873735643076,-31.922419455645304,-31.860418672360797,25.704310891896498,0.467304068878293
51,-0.6286128928805056,0.03641931092340875,-32.55442667609986,-33.1867909450157,26.17113014251407,0.44690675161778926
52,-0.37215472829021573,0.03453552868669026,-30.700154202141967,-31.173547942550094,25.00337322964224,0.41209718383848665
53,-0.33404155795610546,0.0266699141715217,-22.54657868500975,-23.105091989776234,26.067388031570967,0.43909851476550105
54,-0.02957738513260885,0.029559205607737678,-25.70164430974269,-25.79570816472205,23.046079405142528,0.3815004680305719
55,-0.1971472872260176,0.023880604128086142,-19.905544531994657,-20.502586872264278,25.99999708209311,0.4330958946049213
56,-0.42776254078748005,0.034615957825163954,-30.59632436327079,-31.187091225130278,25.534808635131743,0.43457355186343194
57,-0.2136888401895307,0.042958077998830516,-39.285684999176446,-39.53642998489679,25.399719001447888,0.4393315475434065
58,-0.49900472449840805,0.02831062911526072,-24.50099549774857,-24.950788254277292,26.04909428096755,0.43224952280521395
59,-0.4469955098828113,0.024790159471538634,-21.02598875117804,-21.548049801090272,26.149429579000053,0.455254085958004
60,-0.7419265598772917,0.014196429736425285,-10.204739224365333,-11.175501424779732,26.297504503555388,0.4611427653580904
61,-0.9349340129954796,0.018359133045506286,-13.868881240545536,-15.215168794342462,26.232926464910253,0.4500540401041508
62,-1.0483975872841103,0.02274175432085255,-18.586582652848964,-19.546760359343708,25.280744363140194,0.4571856124699116
63,-1.5265520426702395,0.002631379338218063,1.5984067807443434,0.7138025720135059,26.093867630312406,0.4526237740367651
64,-1.2509628880084556,0.023331329419657036,-17.661907767833966,-19.945779059360923,26.25666228620361,0.45815998695790766
65,-1.5556611438375845,0.02890963123687905,-23.87663768471889,-25.773568853019544,26.24339262064216,0.4732498159259558
66,-1.5540078607346584,0.028222557067459877,-23.085009081361946,-24.966636577376267,26.284746802745296,0.4762087731063366
67,-1.683164884893463,0.03156068516203954,-26.051452932586336,-28.3587249489911,26.246783586661806,0.46649956062436104
68,-1.4922717140996984,0.045815074020697746,-40.69984751294814,-42.741057946254315,26.314218752221713,0.46366896472871305
69,-1.3425600208921025,0.0761142399846512,-70.79047041167881,-73.20847806660439,26.445292515659258,0.46459250561892984
70,-1.5327206291317854,0.02977893240506353,-25.409877334406346,-26.91652403854337,26.46403367208498,0.46703055925667286
71,-1.5011615126048126,0.036865714543006,-32.14523043940703,-34.003986221789965,26.398246591565115,0.47080942526459696
72,-1.5069867704775166,0.035674782910031864,-30.901699734357447,-32.6545339269922,26.268416787208658,0.4716479906439781
73,-1.6122270918619659,0.02912363899640398,-25.333882269655003,-26.11867361034097,25.59892604455914,0.4670359230786562
74,-1.4901714579818381,0.023281448570904563,-18.67481263797181,-20.38769354851417,26.37405832739997,0.4731022490561008
75,-1.5634132559089966,0.041552097039241766,-34.988541072992284,-38.48831567535733,25.661412798889522,0.46441782437264917
76,-1.740344748188814,0.02748781619086245,-22.085965665042963,-24.314232694228316,26.06316929386675,0.47051691137254237
77,-1.3728954464954661,0.02781644948827848,-23.454525176181946,-24.824310348167227,26.110754718016977,0.47364314943552016
78,-1.343128810936589,0.037030742334955374,-32.76969896294366,-34.21226244201328,25.47526420112179,0.4411015295237303
79,-1.4737937622167272,0.022278784351530245,-17.045312183355193,-19.420087100425835,26.32089835521854,0.4609276372939348
80,-1.5765396983881488,0.03609263676725268,-30.262474345953116,-33.08697959052192,26.48738274162462,0.469283030629158
81,-1.2276134338946816,0.019725632377526166,-15.982581630753883,-16.954576528877475,26.046420239400398,0.4541770318895578
82,-1.2866600004243263,0.01502107991989142,-10.135356913603296,-12.154615544337853,26.246574107551478,0.4711366094648838
83,-1.618168133917111,0.03338715394684259,-28.755884533718,-30.428370747396542,25.972029502633113,0.4631443676352501
84,-1.2812748158073286,0.008316747122427304,-5.691241723242755,-5.429939673374594,25.930581261663338,0.45102564737200734
85,-1.4470603722113151,0.01896283038761318,-13.75270263101194,-16.178111998724955,26.071045937166648,0.46667273953557015
86,-1.4424014481757115,0.027058677603649592,-22.447866216256468,-24.092283402098722,26.344655231776688,0.47129108257591723
87,-1.7289499630682177,0.03408841030075659,-29.952952555183405,-31.133439064441422,25.798502781115545,0.4680820968747139
88,-1.3507881906816903,0.024539181551122977,-20.070698491957366,-21.65950635523578,26.538905987168047,0.47762097209692
89,-1.469920196512426,0.037682864387007665,-33.41099278679254,-34.994512075120845,26.199280791539387,0.46771485306322574
90,-1.6474837650141165,0.020041370003355007,-17.061056103564383,-17.35616408537156,26.355400403537534,0.46651872254908083
91,-1.6429909193611008,0.0319505580946446,-27.533204012602763,-29.194661236432644,26.402612255507144,0.47455628842115405
92,-1.6900862198942541,0.025148975011231832,-20.97395586735456,-22.314948436429557,25.95895026318953,0.46363441832363605
93,-1.8150719290984743,0.03690351244243445,-31.458231394483114,-33.99844953000935,26.17697804533163,0.48022056333720686
94,-1.5928775168884985,0.02300213623518691,-19.2205392721172,-20.30778428467617,26.368218631000623,0.4720013324171305
95,-1.5867185480800676,0.024176774732092194,-20.08367665636427,-21.52550033868528,26.65064909884257,0.47787593185901645
96,-1.6105914143955007,0.028594982169822845,-24.155473716309213,-25.981456094906655,26.597929558590874,0.4779519484937191
97,-1.5829816583801026,0.02868410730646543,-23.88286978722311,-26.03414376590593,26.533137007061857,0.47511493414640427
98,-1.592087390808931,0.03145156947269592,-26.817051088974452,-28.908752123376296,26.55092748485021,0.470392996147275
99,-1.6086809936951447,0.029293967243730373,-24.84552524957262,-26.730702359899716,26.457927926900794,0.46763340577483176
100,-1.6816112715001545,0.022586554706572795,-17.630764867745192,-19.94875453486335,26.50935829438971,0.47383500181138516
